No.,Character,Study Word,Furigana,Translation,Grade Level,JLPT,FR
2032,濫,乱獲,らんかく,overfishing,S,N1,5
2054,隆,隆盛,りゅうせい,prosperity,S,N1,5
2073,糧,糧食,りょうしょく,"provisions, supplies",S,N1,5
2077,厘,厘,りん,one-hundredth,S,N1,5
2084,累,累積,るいせき,accumulation,S,N1,5
2085,塁,塁,るい,base,S,N1,5
2096,隷,奴隷,どれい,slave,S,N1,5
2109,錬,洗練,せんれん,refinement,S,N1,5
2111,炉,暖炉,だんろ,fireplace,S,N1,5
2112,賂,賄賂,わいろ,a bribe,S,N1,5
2117,弄,弄る,いじる,"to fiddle with, touch, play with",S,N1,5
2119,朗,朗読,ろうどく,to recite (a poem etc),G6,N1,5
2124,籠,籠,かご,basket/cage,S,N1,5
29,萎,萎む,しぼむ,to wither,S,N1,6
32,彙,語彙,ごい,vocabulary,S,N1,6
42,壱,壱岐島,いきしま,Iki Island (Nagasaki Prefecture),S,N1,6
44,茨,茨城県,いばらきけん,Ibaraki Prefecture,S,N1,6
49,咽,咽喉,いんこう,throat (medical term),S,N1,6
50,姻,姻戚,いんせき,relative by marriage,S,N1,6
53,淫,淫,みだら,lewdness,S,N1,6
62,唄,長唄,ながうた,a style of traditional Japanese folk song ,S,N1,6
64,畝,畝ねり,うねり,swell of waves,S,N1,6
65,浦,津々浦々,つつうらうら,"throughout the land, from far and wide",S,N1,6
74,詠,詠,えい,recitation (of a poem),S,N1,6
79,疫,疫癘,えきれい,epidemic/plague,S,N1,6
83,悦,悦に入る,えつにいる,to gloat/to glow with self satisfaction,S,N1,6
85,謁,拝謁,はいえつ,having an audience with someone of high social standing,S,N1,6
91,怨,怨恨,えんこん,grudge,S,N1,6
93,媛,愛媛県,えひめけん,Ehime Prefecture,S,N1,6
115,翁,翁,おう/おきな,venerable old man,S,N1,6
123,虞,虞犯,ぐはん, likelihood of committing a crime; pre-delinquent,S,N1,6
156,禍,戦禍,せんか,war damages,S,N1,6
160,箇,箇所,かしょ,"place, part, point",S,N1,6
164,牙, 牙,きば,fang,S,N1,6
171,餓,飢餓,きが,"starvation, famine",S,N1,6
190,楷,楷書,かいしょ,printed style of writing chinese characters,S,N1,6
195,諧,諧和,かいわ,harmony,S,N1,6
235,喝,喝采,かっさい,applause/ovation,S,N1,6
238,葛,葛,くず,japanese arrowroot,S,N1,6
255,冠,冠,かんむり,"traditional shinto cap, crown",S,N1,6
269,款,款,かん,subsection,S,N1,6
271,閑,閑古鳥が鳴く,かんこどりがなく,to be in a slump (of a business),S,N1,6
280,歓,交歓,こうかん,exchange of courtesies,S,N1,6
284,還,還元,かんげん,"restoration, return/reduction",S,N1,6
289,韓,韓国,かんこく,Korea,S,N1,6
302,伎,技,わざ,technique; art; skill; move,S,N1,6
374,糾,紛糾,ふんきゅう,"complication, confusion, disorder​",S,N1,6
407,恭,恭賀,きょうが,respectful congratulations,S,N1,6
428,巾,巾着袋,きんちゃくぶくろ,draw string bag,S,N1,6
429,斤,斤量,きんりょう,weight (often in reference to horses),S,N1,6
437,僅,僅か,わずか,"slightly,a little, a few, only",S,N1,6
450,惧,危惧,きぐ,apprehension/fear,S,N1,6
454,遇,境遇,きょうぐう,one's condition/circumstance/situation (in life),S,N1,6
465,薫,余薫,よくん,lingering oder,S,N1,6
491,詣,詣でる,もうでる,to make a pilgrimage,S,N1,6
492,慶,弁慶,べんけい," strong person, person putting on a brave front",S,N1,6
493,憬,憧憬/憧憬,しょうけい/どうけい,longing/yearning,S,N1,6
494,稽,滑稽,こっけい,comical,S,N1,6
501,隙,隙間,すきま,"gap, crevice",S,N1,6
553,舷,舷,げん,"side of a boat, gunwale",S,N1,6
574,錮,錮ぐ,ふさぐ,"to tie, confine",S,N1,6
599,后,皇后,こうごう,empress/empress consort ,G6,N1,6
613,侯,侯,こう,"marquis, lord, daimyo",S,N1,6
615,恒,恒久的,こうきゅうてき,permanent,S,N1,6
654,剛,剛健,ごうけん,"vigor, strength",S,N1,6
677,痕,創痕/傷痕 （傷跡）,そうこん/きずあと,scar ,S,N1,6
680,墾,墾く,ひらく,cultivate farmland,S,N1,6
684,沙,ご無沙汰,ごぶさた,not writing or contacting for a while,S,N1,6
697,采,喝采,かっさい,"applause, ovation",S,N1,6
710,債,(債)務救済,(さい)むきゅうさい,(debt) relief,S,N1,6
783,肢,上肢/下肢,"じょうし/かし
",upper limbs/lower limbs,S,N1,6
789,恣,恣,ほしいまま,"selfish, indulgent/arbitrary",S,N1,6
803,摯,摯実,しじつ,sincerity,S,N1,6
804,賜,賜る,たまわる,to be bestoyed,S,N1,6
819,滋,滋賀県　,しがけん,Shiga Prefecture,S,N1,6
824,璽,璽,じ,the emperor's seal,S,N1,6
830,𠮟,叱る,しかる,to scold,S,N1,6
855,尺,尺度,しゃくど,measure (the measure of),G6,N1,6
859,爵,伯爵 (Ex. ドラキュラ伯爵),はくしゃく(Ex. ドラキュラはくしゃ),Count (Ex. Count Dracula),S,N1,6
871,珠,真珠,しんじゅ,a pearl,S,N1,6
896,羞,羞恥心,しゅうちしん,shame,S,N1,6
922,粛,粛清,しゅくせい,(political) purge​,S,N1,6
960,升,升,ます,"box (seating at a theater), square/cell of a grid",S,N1,6
965,抄,抄録,しょうろく,"abstract, selection, summary",S,N1,6
974,宵,今宵,こよい,"this evening, tonight",S,N1,6
978,祥,発祥,はっしょう,origin,S,N1,6
994,詔,詔,みことのり,imperial decree,S,N1,6
1072,仁,仁,じん,,G6,N1,6
1094,髄,神髄/真髄,しんずい,quintessence,S,N1,6
1095,枢,中枢,ちゅうすう,center,S,N1,6
1099,杉,杉,すぎ,Japanese cedar,S,N1,6
1101,寸,寸法,すんぽう,size/dimensions,G6,N1,6
1125,婿,婿養子,むこようし,adopted son in law,S,N1,6
1182,煎,煎餅,せんべい,senbei cracker,S,N1,6
1184,腺,腺,せん,"gland (ex. prostate gland, thyroid gland)",S,N1,6
1286,汰,ご無沙汰,ごぶさた,not writing or contacting for a while,S,N1,6
1291,惰,惰性,だせい,inertia,S,N1,6
1302,泰,安泰,あんたい,security,S,N1,6
1303,堆,堆積,たいせき,sedimentation​,S,N1,6
1327,但,但し,ただし,,S,N1,6
1333,丹,丹精,たんせい,working earnestly/with great effort,S,N1,6
1388,鋳,鋳造,ちゅうぞう,casting (metal),S,N1,6
1419,勅,詔勅,しょうちょく,a rescript,S,N1,6
1423,朕,朕思うに,ちんおもうに,"""We, the emperor,...""",S,N1,6
1424,陳,陳列,ちんれつ,"display, exhibition",S,N1,6
1426,鎮,重鎮,じゅうちん,"leader, authority",S,N1,6
1429,墜,墜落,ついらく,crash (ex. plane crash),S,N1,6
1434,坪,坪,つぼ,tsubo (a traditional unit of land area),S,N1,6
1456,艇,競艇,きょうてい,Japanese boat racing,S,N1,6
1466,溺 ,溺れる,おぼれる,to drown (or almost drown),S,N1,6
1467,迭,更迭,こうてつ,change/reshuffle (of personnel),S,N1,6
1484,斗,斗,と,to (a traditional unit of volume),S,N1,6
1532,謄,謄本,とうほん,"certified copy, transcript",S,N1,6
1579,弐,弐心,ふたごころ/にしん,"duplicity, deceitful, two-faced, double-dealing",S,N1,6
1636,舶,船舶,せんぱく,"vessel, ship",S,N1,6
1657,氾,氾濫,はんらん,"oversupply, overflow, to be inudated",S,N1,6
1668,畔,湖畔,こはん,lakeside,S,N1,6
1675,頒,頒布,はんぷ,distribution,S,N1,6
1678,藩,藩,はん,feudal domain/clan,S,N1,6
1685,妃,王妃,おうひ,queen,S,N1,6
1701,罷,罷免,ひめん,dismissal (from a position),S,N1,6
1741,扶,扶養,ふよう,to support (a dependent),S,N1,6
1744,阜,岐阜県,ぎふけん,Gifu Prefecture,S,N1,6
1746,訃,訃報,ふほう,obituary,S,N1,6
1758,譜,楽譜,がくふ,"score, sheet music",S,N1,6
1788,丙,丙,へい,third rank,S,N1,6
1797,幣,紙幣,しへい,"bank note, bill",S,N1,6
1798,弊,弊害,へいがい,evil practice,S,N1,6
1799,蔽,隠蔽,いんぺい,"concealment, suppression, hiding",S,N1,6
1831,芳,芳しい,かんばしい,aromatic,S,N1,6
1878,牧,牧場,ぼくじょう,pasture,G4,N1,6
1887,奔,奔放,ほんぽう,uninhibited,S,N1,6
1889,凡,平凡,へいぼん,mediocre,S,N1,6
1930,冥,冥福,めいふく,happiness in the next world,S,N1,6
1952,冶,冶金,やきん,metallurgy,S,N1,6
1966,愉,愉快,ゆかい,pleasant,S,N1,6
2028,辣,辛辣,しんらつ,sharp/bitter (criticism),S,N1,6
2034,欄,欄,らん,newspaper column,S,N1,6
2035,吏,吏員,りいん,official,S,N1,6
2047,慄,戦慄,せんりつ,shudder with fear,S,N1,6
2049,柳,柳の木,やなぎのき,willow tree,S,N1,6
2055,硫,硫黄,いおう,sulfur,S,N1,6
2056,侶,伴侶,はんりょ,"companion, partner, spouse​",S,N1,6
2058,虜,捕虜,ほりょ,prisoner of war,S,N1,6
2065,猟,狩猟,しゅりょう,hunting,S,N1,6
2066,陵,陵,みささぎ,imperial mausoleum/tomb,S,N1,6
2072,瞭,明瞭,めいりょう,"clear, clarity",S,N1,6
2107,廉,廉売,れんばい,bargain sale,S,N1,6
2122,楼,楼閣,ろうかく,multistoried building/tower,S,N1,6
